DateTime,Entries,UniqueIPs
1454110018,5597,5597
1454197248,5612,5612
1454284379,5615,5615
1454371546,5603,5603
1454502265,5601,5601
1454589399,5588,5588
1454676526,5533,5533
1454763643,5465,5465
1454850755,5426,5426
1454937867,5442,5442
1455025023,5373,5373
1455112056,5306,5306
1455199237,5243,5243
1455286367,5171,5171
1455373468,5151,5151
1455460593,5106,5106
1455547659,5021,5021
1455634832,4980,4980
1455721955,4968,4968
1455809071,4993,4993
1455896192,5164,5164
1455983332,5205,5205
1456070428,5303,5303
1456157553,5324,5324
1456244674,5322,5322
1456331789,5348,5348
1456418913,5374,5374
1456506052,5428,5428
1456593159,5593,5593
1456680283,5754,5754
1456767396,5933,5933
1456854514,6018,6018
1456941674,6054,6054
1457028793,6118,6118
1457115869,6092,6092
1457203026,6174,6174
1457290119,6233,6233
1457377276,6269,6269
1457464358,6319,6319
1457551480,6397,6397
1457638598,6525,6525
1457725698,6655,6655
1457812843,6803,6803
1457899966,6994,6994
1457987109,7336,7336
1458074195,7684,7684
1458161325,8065,8065
1458248457,8375,8375
1458335818,8680,8680
1458422949,8960,8960
1458510071,9139,9139
1458597176,9304,9304
1458684290,9437,9437
1458771427,9644,9644
1458858536,9727,9727
1458945673,9868,9868
1459032829,9984,9984
1459120149,10105,10105
1459207257,10117,10117
1459294395,10093,10093
1459381495,10051,10051
1459468613,10104,10104
1459555761,10157,10157
1459642868,10377,10377
1459729980,10566,10566
1459817095,10703,10703
1459904227,10872,10872
1459991333,10995,10995
1460078471,11116,11116
1460165605,11116,11116
1460252687,11246,11246
1460339809,11285,11285
1460426935,11236,11236
1460514279,11213,11213
1460601418,10965,10965
1460688532,10718,10718
1460775715,10548,10548
1460862791,10452,10452
1460949910,10264,10264
1461037008,10040,10040
1461124140,9839,9839
1461211264,9759,9759
1461298389,9635,9635
1461385488,9540,9540
1461472634,9559,9559
1461559996,9544,9544
1461647082,9568,9568
1461734214,9499,9499
1461821348,9412,9412
1461952145,9328,9328
1462039256,9365,9365
1462126392,9435,9435
1462220903,9307,9307
1462308050,9186,9186
1462395165,9110,9110
1462482328,8970,8970
1462569403,8899,8899
1462656536,8856,8856
1462743645,9018,9018
1462830770,8889,8889
1462917877,8858,8858
1463005012,8896,8896
1463092183,8873,8873
1463179262,8864,8864
1463266385,8988,8988
1463353483,9043,9043
1463440600,8975,8975
1463527735,8885,8885
1463614857,8836,8836
1463702013,8834,8834
1463789083,8807,8807
1463876215,8828,8828
1463963331,8872,8872
1464050439,8863,8863
1464137576,8771,8771
1464224683,8661,8661
1464311821,8633,8633
1464398940,8682,8682
1464486045,8771,8771
1464573193,8813,8813
1464660284,8743,8743
1464747429,8641,8641
1464834524,8672,8672
1464921647,8666,8666
1465008782,8661,8661
1465095879,8716,8716
1465183017,8728,8728
1465270152,8614,8614
1465357247,8517,8517
1465444379,8539,8539
1465531482,8576,8576
1465618605,8612,8612
1465705761,8642,8642
1465792876,8606,8606
1465879973,8490,8490
1465967084,8365,8365
1466054227,8371,8371
1466141331,8388,8388
1466228462,8472,8472
1466315600,8622,8622
1466402695,8620,8620
1466489829,8628,8628
1466576928,8662,8662
1466664070,8659,8659
1466751168,8629,8629
1466838288,8721,8721
1466925421,8833,8833
1467012531,8794,8794
1467099653,8700,8700
1467186771,8691,8691
1467273891,8752,8752
1467361022,8763,8763
1467448139,8804,8804
1467535297,8920,8920
1467622373,8928,8928
1467709492,8852,8852
1467796621,8885,8885
1467883751,9013,9013
1467970855,9130,9130
1468057991,9159,9159
1468145093,9172,9172
1468232210,9155,9155
1468319336,9140,9140
1468406465,9168,9168
1468493591,9140,9140
1468580699,9211,9211
1468667815,9381,9381
1468754939,9390,9390
1468842061,9314,9314
1468929179,9227,9227
1469016293,9205,9205
1469103426,9170,9170
1469190538,9104,9104
1469277655,9102,9102
1469364774,9149,9149
1469451894,9064,9064
1469539021,8955,8955
1469626139,8978,8978
1469713287,8915,8915
1469800391,8893,8893
1469887485,8897,8897
1469974606,8924,8924
1470061745,8843,8843
1470148859,8752,8752
1470235976,8722,8722
1470323096,8899,8899
1470410216,8823,8823
1470497337,8788,8788
1470584479,8706,8706
1470671585,8653,8653
1470758682,8554,8554
1470845823,8515,8515
1470932957,8517,8517
1471020055,8550,8550
1471107183,8641,8641
1471194290,8682,8682
1471281425,8546,8546
1471368536,8641,8641
1471455656,8765,8765
1471542777,8804,8804
1471629891,8942,8942
1471717258,9100,9100
1471804379,9310,9310
1471891485,9499,9499
1471978641,9683,9683
1472065733,9830,9830
1472152865,9844,9844
1472239982,9888,9888
1472327102,9973,9973
1472414215,10000,10000
1472501347,9939,9939
1472588476,9842,9842
1472675578,9807,9807
1472762688,9760,9760
1472849803,9673,9673
1472936946,9488,9488
1473024059,9541,9541
1473111178,9552,9552
1473198289,9515,9515
1473285426,9495,9495
1473372532,9471,9471
1473459650,9560,9560
1473546783,9559,9559
1473633887,9611,9611
1473764943,9421,9421
1473852055,9379,9379
1473939198,9330,9330
1474026285,9309,9309
1474113410,9293,9293
1474200546,9262,9262
1474287658,9160,9160
1474374767,8969,8969
1474461883,8816,8816
1474549018,8613,8613
1474636124,8520,8520
1474723249,8494,8494
1474810374,8605,8605
1474897488,8558,8558
1474984608,8607,8607
1475071740,8673,8673
